time,position_x,position_y,position_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,joint_LW_J_Pitch,joint_RW_J_Pitch,joint_LW_J_Flap,joint_RW_J_Flap
15.8,0,0,0,0,0,0,1,1.47328,14.7348,-1.6543,14.8241
15.85,0,0,0,0,0,0,1,1.74151,16.3045,-1.38326,16.4028
15.9,0,0,0,0,0,0,1,1.77395,15.5953,-1.34541,15.7177
15.95,0,0,0,0,0,0,1,1.71098,14.0557,-1.41818,14.1709
16,0,0,0,0,0,0,1,1.76141,11.7496,-1.37275,11.8595
16.05,0,0,0,0,0,0,1,1.49062,9.43437,-1.62551,9.55826
16.1,0,0,0,0,0,0,1,1.21672,8.68105,-1.90407,8.80081
16.15,0,0,0,0,0,0,1,1.04366,8.78476,-2.07747,8.92076
16.2,0,0,0,0,0,0,1,1.10986,10.7521,-2.02069,10.8949
16.25,0,0,0,0,0,0,1,1.03296,13.2207,-2.1087,13.3594
16.3,0,0,0,0,0,0,1,1.19262,15.0599,-1.92924,15.2134
16.35,0,0,0,0,0,0,1,1.53223,16.5745,-1.59266,16.7568
16.4,0,0,0,0,0,0,1,1.64715,15.8784,-1.4644,16.1479
16.45,0,0,0,0,0,0,1,1.6359,14.2761,-1.4912,14.5477
16.5,0,0,0,0,0,0,1,1.7494,11.9195,-1.40147,12.1925
16.55,0,0,0,0,0,0,1,1.5829,9.6862,-1.52272,9.97457
16.6,0,0,0,0,0,0,1,1.37692,8.9901,-1.73096,9.25772
16.65,0,0,0,0,0,0,1,1.28069,9.25438,-1.82662,9.54049
16.7,0,0,0,0,0,0,1,1.36526,11.3042,-1.77727,11.5733
16.75,0,0,0,0,0,0,1,1.31133,13.7277,-1.82567,13.9701
16.8,0,0,0,0,0,0,1,1.57134,15.6083,-1.53406,15.8967
16.85,0,0,0,0,0,0,1,1.88764,16.952,-1.24075,17.2598
16.9,0,0,0,0,0,0,1,1.999,16.2222,-1.10958,16.6305
16.95,0,0,0,0,0,0,1,1.93693,14.5318,-1.18084,14.9501
17,0,0,0,0,0,0,1,1.99285,12.111,-1.17876,12.5215
17.05,0,0,0,0,0,0,1,1.82358,9.99792,-1.28934,10.3876
17.1,0,0,0,0,0,0,1,1.58021,9.39115,-1.52701,9.75179
17.15,0,0,0,0,0,0,1,1.45464,9.85643,-1.66225,10.184
17.2,0,0,0,0,0,0,1,1.41518,11.9706,-1.74608,12.2713
17.25,0,0,0,0,0,0,1,1.35123,14.291,-1.77679,14.5619
